state,USPS,datew,incidD,date
Alabama,AL,2021-07-03,22,2021-07-03
Alabama,AL,2021-07-10,44,2021-07-10
Alabama,AL,2021-07-17,41,2021-07-17
Alabama,AL,2021-07-24,40,2021-07-24
Alabama,AL,2021-07-31,53,2021-07-31
Alabama,AL,2021-08-07,88,2021-08-07
Alabama,AL,2021-08-14,141,2021-08-14
Alabama,AL,2021-08-21,235,2021-08-21
Alabama,AL,2021-08-28,219,2021-08-28
Alabama,AL,2021-09-04,195,2021-09-04
Alabama,AL,2021-09-11,259,2021-09-11
Alabama,AL,2021-09-18,536,2021-09-18
Alabama,AL,2021-09-25,813,2021-09-25
Alabama,AL,2021-10-02,447,2021-10-02
Alabama,AL,2021-10-09,388,2021-10-09
Alabama,AL,2021-10-16,322,2021-10-16
Alabama,AL,2021-10-23,227,2021-10-23
Alabama,AL,2021-10-30,167,2021-10-30
Alabama,AL,2021-11-06,261,2021-11-06
Alabama,AL,2021-11-13,147,2021-11-13
Alabama,AL,2021-11-20,92,2021-11-20
Alabama,AL,2021-11-27,42,2021-11-27
Alabama,AL,2021-12-04,70,2021-12-04
Alabama,AL,2021-12-11,80,2021-12-11
Alabama,AL,2021-12-18,88,2021-12-18
Alabama,AL,2021-12-25,65,2021-12-25
Alabama,AL,2022-01-01,37,2022-01-01
Alabama,AL,2022-01-08,169,2022-01-08
Alabama,AL,2022-01-15,17,2022-01-15
Alabama,AL,2022-01-22,185,2022-01-22
Alabama,AL,2022-01-29,436,2022-01-29
Alabama,AL,2022-02-05,285,2022-02-05
Alabama,AL,2022-02-12,200,2022-02-12
Alabama,AL,2022-02-19,362,2022-02-19
Alabama,AL,2022-02-26,292,2022-02-26
Alabama,AL,2022-03-05,255,2022-03-05
Alabama,AL,2022-03-12,352,2022-03-12
Alabama,AL,2022-03-19,206,2022-03-19
Alabama,AL,2022-03-26,172,2022-03-26
Alabama,AL,2022-04-02,103,2022-04-02
Alabama,AL,2022-04-09,63,2022-04-09
Alabama,AL,2022-04-16,126,2022-04-16
Alabama,AL,2022-04-23,39,2022-04-23
Alabama,AL,2022-04-30,26,2022-04-30
Alabama,AL,2022-05-07,34,2022-05-07
Alabama,AL,2022-05-14,27,2022-05-14
Alabama,AL,2022-05-21,17,2022-05-21
Alabama,AL,2022-05-28,13,2022-05-28
Alabama,AL,2022-06-04,6,2022-06-04
Alabama,AL,2022-06-11,28,2022-06-11
Alabama,AL,2022-06-18,4,2022-06-18
Alabama,AL,2022-06-25,33,2022-06-25
Alabama,AL,2022-07-02,30,2022-07-02
Alabama,AL,2022-07-09,27,2022-07-09
Alabama,AL,2022-07-16,36,2022-07-16
Alabama,AL,2022-07-23,50,2022-07-23
Alabama,AL,2022-07-30,19,2022-07-30
Alabama,AL,2022-08-06,83,2022-08-06
Alabama,AL,2022-08-13,52,2022-08-13
Alabama,AL,2022-08-20,15,2022-08-20
Alabama,AL,2022-08-27,7,2022-08-27
Alabama,AL,2022-09-03,112,2022-09-03
Alabama,AL,2022-09-10,79,2022-09-10
Alabama,AL,2022-09-17,83,2022-09-17
Alabama,AL,2022-09-24,73,2022-09-24
Alabama,AL,2022-10-01,27,2022-10-01
Alabama,AL,2022-10-08,51,2022-10-08
Alabama,AL,2022-10-15,32,2022-10-15
Alabama,AL,2022-10-22,28,2022-10-22
Alabama,AL,2022-10-29,25,2022-10-29
Alabama,AL,2022-11-05,0,2022-11-05
Alabama,AL,2022-11-12,50,2022-11-12
Alabama,AL,2022-11-19,9,2022-11-19
Alabama,AL,2022-11-26,14,2022-11-26
Alabama,AL,2022-12-03,21,2022-12-03
Alabama,AL,2022-12-10,30,2022-12-10
Alabama,AL,2022-12-17,22,2022-12-17
Alabama,AL,2022-12-24,33,2022-12-24
Alabama,AL,2022-12-31,0,2022-12-31
Alabama,AL,2023-01-07,39,2023-01-07
Alabama,AL,2023-01-14,44,2023-01-14
Alabama,AL,2023-01-21,26,2023-01-21
Alabama,AL,2023-01-28,24,2023-01-28
Alabama,AL,2023-02-04,12,2023-02-04
Alabama,AL,2023-02-11,10,2023-02-11
Alabama,AL,2023-02-18,7,2023-02-18
Alabama,AL,2023-02-25,33,2023-02-25
Alabama,AL,2023-03-04,69,2023-03-04
Alabama,AL,2023-03-11,31,2023-03-11
Alaska,AK,2020-01-25,0,2020-01-25
Alaska,AK,2020-02-01,0,2020-02-01
Alaska,AK,2020-02-08,0,2020-02-08
Alaska,AK,2020-02-15,0,2020-02-15
Alaska,AK,2020-02-22,0,2020-02-22
Alaska,AK,2020-02-29,0,2020-02-29
Alaska,AK,2020-03-07,0,2020-03-07
Alaska,AK,2020-03-14,0,2020-03-14
Alaska,AK,2020-03-21,0,2020-03-21
Alaska,AK,2020-03-28,2,2020-03-28
Alaska,AK,2020-04-04,3,2020-04-04
Alaska,AK,2020-04-11,3,2020-04-11
Alaska,AK,2020-04-18,1,2020-04-18
Alaska,AK,2020-04-25,0,2020-04-25
Alaska,AK,2020-05-02,0,2020-05-02
Alaska,AK,2020-05-09,1,2020-05-09
Alaska,AK,2020-05-16,0,2020-05-16
Alaska,AK,2020-05-23,0,2020-05-23
Alaska,AK,2020-05-30,0,2020-05-30
Alaska,AK,2020-06-06,0,2020-06-06
Alaska,AK,2020-06-13,2,2020-06-13
Alaska,AK,2020-06-20,0,2020-06-20
Alaska,AK,2020-06-27,2,2020-06-27
Alaska,AK,2020-07-04,2,2020-07-04
Alaska,AK,2020-07-11,1,2020-07-11
Alaska,AK,2020-07-18,1,2020-07-18
Alaska,AK,2020-07-25,2,2020-07-25
Alaska,AK,2020-08-01,4,2020-08-01
Alaska,AK,2020-08-08,2,2020-08-08
Alaska,AK,2020-08-15,2,2020-08-15
Alaska,AK,2020-08-22,3,2020-08-22
Alaska,AK,2020-08-29,6,2020-08-29
Alaska,AK,2020-09-05,5,2020-09-05
Alaska,AK,2020-09-12,2,2020-09-12
Alaska,AK,2020-09-19,1,2020-09-19
Alaska,AK,2020-09-26,7,2020-09-26
Alaska,AK,2020-10-03,7,2020-10-03
Alaska,AK,2020-10-10,2,2020-10-10
Alaska,AK,2020-10-17,6,2020-10-17
Alaska,AK,2020-10-24,1,2020-10-24
Alaska,AK,2020-10-31,14,2020-10-31
Alaska,AK,2020-11-07,4,2020-11-07
Alaska,AK,2020-11-14,14,2020-11-14
Alaska,AK,2020-11-21,4,2020-11-21
Alaska,AK,2020-11-28,18,2020-11-28
Alaska,AK,2020-12-05,21,2020-12-05
Alaska,AK,2020-12-12,33,2020-12-12
Alaska,AK,2020-12-19,8,2020-12-19
Alaska,AK,2020-12-26,16,2020-12-26
Alaska,AK,2021-01-02,15,2021-01-02
Alaska,AK,2021-01-09,9,2021-01-09
Alaska,AK,2021-01-16,5,2021-01-16
Alaska,AK,2021-01-23,30,2021-01-23
Alaska,AK,2021-01-30,3,2021-01-30
Alaska,AK,2021-02-06,17,2021-02-06
Alaska,AK,2021-02-13,3,2021-02-13
Alaska,AK,2021-02-20,7,2021-02-20
Alaska,AK,2021-02-27,1,2021-02-27
Alaska,AK,2021-03-06,15,2021-03-06
Alaska,AK,2021-03-13,1,2021-03-13
Alaska,AK,2021-03-20,4,2021-03-20
Alaska,AK,2021-03-27,3,2021-03-27
Alaska,AK,2021-04-03,0,2021-04-03
Alaska,AK,2021-04-10,0,2021-04-10
Alaska,AK,2021-04-17,21,2021-04-17
Alaska,AK,2021-04-24,0,2021-04-24
Alaska,AK,2021-05-01,13,2021-05-01
Alaska,AK,2021-05-08,2,2021-05-08
Alaska,AK,2021-05-15,4,2021-05-15
Alaska,AK,2021-05-22,16,2021-05-22
Alaska,AK,2021-05-29,0,2021-05-29
Alaska,AK,2021-06-05,0,2021-06-05
Alaska,AK,2021-06-12,4,2021-06-12
Alaska,AK,2021-06-19,0,2021-06-19
Alaska,AK,2021-06-26,1,2021-06-26
Alaska,AK,2021-07-03,3,2021-07-03
Alaska,AK,2021-07-10,2,2021-07-10
Alaska,AK,2021-07-17,2,2021-07-17
Alaska,AK,2021-07-24,3,2021-07-24
Alaska,AK,2021-07-31,5,2021-07-31
Alaska,AK,2021-08-07,9,2021-08-07
Alaska,AK,2021-08-14,5,2021-08-14
Alaska,AK,2021-08-21,11,2021-08-21
Alaska,AK,2021-08-28,24,2021-08-28
Alaska,AK,2021-09-04,10,2021-09-04
Alaska,AK,2021-09-11,10,2021-09-11
Alaska,AK,2021-09-18,11,2021-09-18
Alaska,AK,2021-09-25,63,2021-09-25
Alaska,AK,2021-10-02,46,2021-10-02
Alaska,AK,2021-10-09,14,2021-10-09
Alaska,AK,2021-10-16,25,2021-10-16
Alaska,AK,2021-10-23,81,2021-10-23
Alaska,AK,2021-10-30,27,2021-10-30
Alaska,AK,2021-11-06,16,2021-11-06
Alaska,AK,2021-11-13,90,2021-11-13
Alaska,AK,2021-11-20,31,2021-11-20
Alaska,AK,2021-11-27,15,2021-11-27
Alaska,AK,2021-12-04,6,2021-12-04
Alaska,AK,2021-12-11,3,2021-12-11
Alaska,AK,2021-12-18,60,2021-12-18
Alaska,AK,2021-12-25,30,2021-12-25
Alaska,AK,2022-01-01,2,2022-01-01
Alaska,AK,2022-01-08,2,2022-01-08
Alaska,AK,2022-01-15,7,2022-01-15
Alaska,AK,2022-01-22,64,2022-01-22
Alaska,AK,2022-01-29,34,2022-01-29
Alaska,AK,2022-02-05,8,2022-02-05
Alaska,AK,2022-02-12,21,2022-02-12
Alaska,AK,2022-02-19,27,2022-02-19
Alaska,AK,2022-02-26,22,2022-02-26
Alaska,AK,2022-03-05,28,2022-03-05
Alaska,AK,2022-03-12,10,2022-03-12
Alaska,AK,2022-03-19,1,2022-03-19
Alaska,AK,2022-03-26,20,2022-03-26
Alaska,AK,2022-04-02,6,2022-04-02
Alaska,AK,2022-04-09,0,2022-04-09
Alaska,AK,2022-04-16,7,2022-04-16
Alaska,AK,2022-04-23,13,2022-04-23
Alaska,AK,2022-04-30,4,2022-04-30
Alaska,AK,2022-05-07,1,2022-05-07
Alaska,AK,2022-05-14,15,2022-05-14
Alaska,AK,2022-05-21,18,2022-05-21
Alaska,AK,2022-05-28,1,2022-05-28
Alaska,AK,2022-06-04,0,2022-06-04
Alaska,AK,2022-06-11,0,2022-06-11
Alaska,AK,2022-06-18,0,2022-06-18
Alaska,AK,2022-06-25,0,2022-06-25
Alaska,AK,2022-07-02,0,2022-07-02
Alaska,AK,2022-07-09,0,2022-07-09
Alaska,AK,2022-07-16,24,2022-07-16
Alaska,AK,2022-07-23,0,2022-07-23
Alaska,AK,2022-07-30,0,2022-07-30
Alaska,AK,2022-08-06,0,2022-08-06
Alaska,AK,2022-08-13,21,2022-08-13
Alaska,AK,2022-08-20,0,2022-08-20
Alaska,AK,2022-08-27,8,2022-08-27
Alaska,AK,2022-09-03,0,2022-09-03
Alaska,AK,2022-09-10,0,2022-09-10
Alaska,AK,2022-09-17,26,2022-09-17
Alaska,AK,2022-09-24,0,2022-09-24
Alaska,AK,2022-10-01,0,2022-10-01
Alaska,AK,2022-10-08,29,2022-10-08
Alaska,AK,2022-10-15,0,2022-10-15
Alaska,AK,2022-10-22,0,2022-10-22
Alaska,AK,2022-10-29,20,2022-10-29
Alaska,AK,2022-11-05,0,2022-11-05
Alaska,AK,2022-11-12,0,2022-11-12
Alaska,AK,2022-11-19,23,2022-11-19
Alaska,AK,2022-11-26,0,2022-11-26
Alaska,AK,2022-12-03,0,2022-12-03
Alaska,AK,2022-12-10,0,2022-12-10
Alaska,AK,2022-12-17,0,2022-12-17
Alaska,AK,2022-12-24,19,2022-12-24
Alaska,AK,2022-12-31,0,2022-12-31
Alaska,AK,2023-01-07,0,2023-01-07
Alaska,AK,2023-01-14,0,2023-01-14
Alaska,AK,2023-01-21,0,2023-01-21
Alaska,AK,2023-01-28,18,2023-01-28
Alaska,AK,2023-02-04,0,2023-02-04
Alaska,AK,2023-02-11,0,2023-02-11
Alaska,AK,2023-02-18,0,2023-02-18
Alaska,AK,2023-02-25,13,2023-02-25
Alaska,AK,2023-03-04,0,2023-03-04
Alaska,AK,2023-03-11,0,2023-03-11
Arizona,AZ,2020-01-25,0,2020-01-25
Arizona,AZ,2020-02-01,0,2020-02-01
Arizona,AZ,2020-02-08,0,2020-02-08
Arizona,AZ,2020-02-15,0,2020-02-15
Arizona,AZ,2020-02-22,0,2020-02-22
Arizona,AZ,2020-02-29,0,2020-02-29
Arizona,AZ,2020-03-07,0,2020-03-07
Arizona,AZ,2020-03-14,0,2020-03-14
Arizona,AZ,2020-03-21,1,2020-03-21
Arizona,AZ,2020-03-28,14,2020-03-28
Arizona,AZ,2020-04-04,37,2020-04-04
Arizona,AZ,2020-04-11,65,2020-04-11
Arizona,AZ,2020-04-18,69,2020-04-18
Arizona,AZ,2020-04-25,93,2020-04-25
Arizona,AZ,2020-05-02,57,2020-05-02
Arizona,AZ,2020-05-09,202,2020-05-09
Arizona,AZ,2020-05-16,147,2020-05-16
Arizona,AZ,2020-05-23,122,2020-05-23
Arizona,AZ,2020-05-30,103,2020-05-30
Arizona,AZ,2020-06-06,139,2020-06-06
Arizona,AZ,2020-06-13,146,2020-06-13
Arizona,AZ,2020-06-20,157,2020-06-20
Arizona,AZ,2020-06-27,234,2020-06-27
Arizona,AZ,2020-07-04,237,2020-07-04
Arizona,AZ,2020-07-11,334,2020-07-11
Arizona,AZ,2020-07-18,579,2020-07-18
Arizona,AZ,2020-07-25,556,2020-07-25
Arizona,AZ,2020-08-01,463,2020-08-01
Arizona,AZ,2020-08-08,390,2020-08-08
Arizona,AZ,2020-08-15,355,2020-08-15
Arizona,AZ,2020-08-22,264,2020-08-22
Arizona,AZ,2020-08-29,251,2020-08-29
Arizona,AZ,2020-09-05,202,2020-09-05
Arizona,AZ,2020-09-12,112,2020-09-12
Arizona,AZ,2020-09-19,152,2020-09-19
Arizona,AZ,2020-09-26,155,2020-09-26
Arizona,AZ,2020-10-03,83,2020-10-03
Arizona,AZ,2020-10-10,54,2020-10-10
Arizona,AZ,2020-10-17,65,2020-10-17
Arizona,AZ,2020-10-24,45,2020-10-24
Arizona,AZ,2020-10-31,110,2020-10-31
Arizona,AZ,2020-11-07,168,2020-11-07
Arizona,AZ,2020-11-14,153,2020-11-14
Arizona,AZ,2020-11-21,157,2020-11-21
Arizona,AZ,2020-11-28,167,2020-11-28
Arizona,AZ,2020-12-05,301,2020-12-05
Arizona,AZ,2020-12-12,397,2020-12-12
Arizona,AZ,2020-12-19,615,2020-12-19
Arizona,AZ,2020-12-26,487,2020-12-26
Arizona,AZ,2021-01-02,637,2021-01-02
Arizona,AZ,2021-01-09,975,2021-01-09
Arizona,AZ,2021-01-16,1212,2021-01-16
Arizona,AZ,2021-01-23,924,2021-01-23
Arizona,AZ,2021-01-30,928,2021-01-30
Arizona,AZ,2021-02-06,913,2021-02-06
Arizona,AZ,2021-02-13,937,2021-02-13
Arizona,AZ,2021-02-20,532,2021-02-20
Arizona,AZ,2021-02-27,493,2021-02-27
Arizona,AZ,2021-03-06,358,2021-03-06
Arizona,AZ,2021-03-13,227,2021-03-13
Arizona,AZ,2021-03-20,187,2021-03-20
Arizona,AZ,2021-03-27,179,2021-03-27
Arizona,AZ,2021-04-03,79,2021-04-03
Arizona,AZ,2021-04-10,103,2021-04-10
Arizona,AZ,2021-04-17,75,2021-04-17
Arizona,AZ,2021-04-24,109,2021-04-24
Arizona,AZ,2021-05-01,78,2021-05-01
Arizona,AZ,2021-05-08,69,2021-05-08
Arizona,AZ,2021-05-15,52,2021-05-15
Arizona,AZ,2021-05-22,88,2021-05-22
Arizona,AZ,2021-05-29,81,2021-05-29
Arizona,AZ,2021-06-05,70,2021-06-05
Arizona,AZ,2021-06-12,67,2021-06-12
Arizona,AZ,2021-06-19,77,2021-06-19
Arizona,AZ,2021-06-26,76,2021-06-26
Arizona,AZ,2021-07-03,63,2021-07-03
Arizona,AZ,2021-07-10,56,2021-07-10
Arizona,AZ,2021-07-17,71,2021-07-17
Arizona,AZ,2021-07-24,70,2021-07-24
Arizona,AZ,2021-07-31,76,2021-07-31
Arizona,AZ,2021-08-07,130,2021-08-07
Arizona,AZ,2021-08-14,86,2021-08-14
Arizona,AZ,2021-08-21,135,2021-08-21
Arizona,AZ,2021-08-28,182,2021-08-28
Arizona,AZ,2021-09-04,220,2021-09-04
Arizona,AZ,2021-09-11,186,2021-09-11
Arizona,AZ,2021-09-18,304,2021-09-18
Arizona,AZ,2021-09-25,319,2021-09-25
Arizona,AZ,2021-10-02,328,2021-10-02
Arizona,AZ,2021-10-09,216,2021-10-09
Arizona,AZ,2021-10-16,162,2021-10-16
Arizona,AZ,2021-10-23,351,2021-10-23
Arizona,AZ,2021-10-30,326,2021-10-30
Arizona,AZ,2021-11-06,255,2021-11-06
Arizona,AZ,2021-11-13,243,2021-11-13
Arizona,AZ,2021-11-20,288,2021-11-20
Arizona,AZ,2021-11-27,285,2021-11-27
Arizona,AZ,2021-12-04,337,2021-12-04
Arizona,AZ,2021-12-11,460,2021-12-11
Arizona,AZ,2021-12-18,495,2021-12-18
Arizona,AZ,2021-12-25,467,2021-12-25
Arizona,AZ,2022-01-01,373,2022-01-01
Arizona,AZ,2022-01-08,350,2022-01-08
Arizona,AZ,2022-01-15,364,2022-01-15
Arizona,AZ,2022-01-22,489,2022-01-22
Arizona,AZ,2022-01-29,626,2022-01-29
Arizona,AZ,2022-02-05,447,2022-02-05
Arizona,AZ,2022-02-12,536,2022-02-12
Arizona,AZ,2022-02-19,349,2022-02-19
Arizona,AZ,2022-02-26,433,2022-02-26
Arizona,AZ,2022-03-05,238,2022-03-05
Arizona,AZ,2022-03-12,382,2022-03-12
Arizona,AZ,2022-03-19,457,2022-03-19
Arizona,AZ,2022-03-26,336,2022-03-26
Arizona,AZ,2022-04-02,385,2022-04-02
Arizona,AZ,2022-04-09,413,2022-04-09
Arizona,AZ,2022-04-16,142,2022-04-16
Arizona,AZ,2022-04-23,29,2022-04-23
Arizona,AZ,2022-04-30,99,2022-04-30
Arizona,AZ,2022-05-07,238,2022-05-07
Arizona,AZ,2022-05-14,41,2022-05-14
Arizona,AZ,2022-05-21,29,2022-05-21
Arizona,AZ,2022-05-28,40,2022-05-28
Arizona,AZ,2022-06-04,33,2022-06-04
Arizona,AZ,2022-06-11,40,2022-06-11
Arizona,AZ,2022-06-18,28,2022-06-18
Arizona,AZ,2022-06-25,52,2022-06-25
Arizona,AZ,2022-07-02,63,2022-07-02
Arizona,AZ,2022-07-09,57,2022-07-09
Arizona,AZ,2022-07-16,60,2022-07-16
Arizona,AZ,2022-07-23,66,2022-07-23
Arizona,AZ,2022-07-30,70,2022-07-30
Arizona,AZ,2022-08-06,74,2022-08-06
Arizona,AZ,2022-08-13,59,2022-08-13
Arizona,AZ,2022-08-20,81,2022-08-20
Arizona,AZ,2022-08-27,65,2022-08-27
Arizona,AZ,2022-09-03,67,2022-09-03
Arizona,AZ,2022-09-10,48,2022-09-10
Arizona,AZ,2022-09-17,82,2022-09-17
Arizona,AZ,2022-09-24,82,2022-09-24
Arizona,AZ,2022-10-01,44,2022-10-01
Arizona,AZ,2022-10-08,36,2022-10-08
Arizona,AZ,2022-10-15,49,2022-10-15
Arizona,AZ,2022-10-22,59,2022-10-22
Arizona,AZ,2022-10-29,34,2022-10-29
Arizona,AZ,2022-11-05,25,2022-11-05
Arizona,AZ,2022-11-12,40,2022-11-12
Arizona,AZ,2022-11-19,34,2022-11-19
Arizona,AZ,2022-11-26,62,2022-11-26
Arizona,AZ,2022-12-03,42,2022-12-03
Arizona,AZ,2022-12-10,71,2022-12-10
Arizona,AZ,2022-12-17,107,2022-12-17
Arizona,AZ,2022-12-24,109,2022-12-24
Arizona,AZ,2022-12-31,144,2022-12-31
Arizona,AZ,2023-01-07,129,2023-01-07
Arizona,AZ,2023-01-14,192,2023-01-14
Arizona,AZ,2023-01-21,128,2023-01-21
Arizona,AZ,2023-01-28,144,2023-01-28
Arizona,AZ,2023-02-04,107,2023-02-04
Arizona,AZ,2023-02-11,54,2023-02-11
Arizona,AZ,2023-02-18,67,2023-02-18
Arizona,AZ,2023-02-25,39,2023-02-25
Arizona,AZ,2023-03-04,34,2023-03-04
Arizona,AZ,2023-03-11,26,2023-03-11
Arkansas,AR,2020-01-25,0,2020-01-25
Arkansas,AR,2020-02-01,0,2020-02-01
Arkansas,AR,2020-02-08,0,2020-02-08
Arkansas,AR,2020-02-15,0,2020-02-15
Arkansas,AR,2020-02-22,0,2020-02-22
Arkansas,AR,2020-02-29,0,2020-02-29
Arkansas,AR,2020-03-07,0,2020-03-07
Arkansas,AR,2020-03-14,0,2020-03-14
Arkansas,AR,2020-03-21,0,2020-03-21
Arkansas,AR,2020-03-28,5,2020-03-28
Arkansas,AR,2020-04-04,9,2020-04-04
Arkansas,AR,2020-04-11,11,2020-04-11
Arkansas,AR,2020-04-18,13,2020-04-18
Arkansas,AR,2020-04-25,10,2020-04-25
Arkansas,AR,2020-05-02,24,2020-05-02
Arkansas,AR,2020-05-09,16,2020-05-09
Arkansas,AR,2020-05-16,10,2020-05-16
Arkansas,AR,2020-05-23,17,2020-05-23
Arkansas,AR,2020-05-30,18,2020-05-30
Arkansas,AR,2020-06-06,21,2020-06-06
Arkansas,AR,2020-06-13,23,2020-06-13
Arkansas,AR,2020-06-20,47,2020-06-20
Arkansas,AR,2020-06-27,35,2020-06-27
Arkansas,AR,2020-07-04,27,2020-07-04
Arkansas,AR,2020-07-11,33,2020-07-11
Arkansas,AR,2020-07-18,38,2020-07-18
Arkansas,AR,2020-07-25,42,2020-07-25
Arkansas,AR,2020-08-01,59,2020-08-01
Arkansas,AR,2020-08-08,77,2020-08-08
Arkansas,AR,2020-08-15,65,2020-08-15
Arkansas,AR,2020-08-22,76,2020-08-22
Arkansas,AR,2020-08-29,98,2020-08-29
Arkansas,AR,2020-09-05,110,2020-09-05
Arkansas,AR,2020-09-12,87,2020-09-12
Arkansas,AR,2020-09-19,212,2020-09-19
Arkansas,AR,2020-09-26,104,2020-09-26
Arkansas,AR,2020-10-03,122,2020-10-03
Arkansas,AR,2020-10-10,145,2020-10-10
Arkansas,AR,2020-10-17,132,2020-10-17
Arkansas,AR,2020-10-24,113,2020-10-24
Arkansas,AR,2020-10-31,128,2020-10-31
Arkansas,AR,2020-11-07,143,2020-11-07
Arkansas,AR,2020-11-14,91,2020-11-14
Arkansas,AR,2020-11-21,178,2020-11-21
Arkansas,AR,2020-11-28,112,2020-11-28
Arkansas,AR,2020-12-05,171,2020-12-05
Arkansas,AR,2020-12-12,291,2020-12-12
Arkansas,AR,2020-12-19,280,2020-12-19
Arkansas,AR,2020-12-26,250,2020-12-26
Arkansas,AR,2021-01-02,288,2021-01-02
Arkansas,AR,2021-01-09,281,2021-01-09
Arkansas,AR,2021-01-16,283,2021-01-16
Arkansas,AR,2021-01-23,270,2021-01-23
Arkansas,AR,2021-01-30,275,2021-01-30
Arkansas,AR,2021-02-06,223,2021-02-06
Arkansas,AR,2021-02-13,191,2021-02-13
Arkansas,AR,2021-02-20,96,2021-02-20
Arkansas,AR,2021-02-27,69,2021-02-27
Arkansas,AR,2021-03-06,228,2021-03-06
Arkansas,AR,2021-03-13,158,2021-03-13
Arkansas,AR,2021-03-20,78,2021-03-20
Arkansas,AR,2021-03-27,57,2021-03-27
Arkansas,AR,2021-04-03,51,2021-04-03
Arkansas,AR,2021-04-10,22,2021-04-10
Arkansas,AR,2021-04-17,32,2021-04-17
Arkansas,AR,2021-04-24,24,2021-04-24
Arkansas,AR,2021-05-01,24,2021-05-01
Arkansas,AR,2021-05-08,19,2021-05-08
Arkansas,AR,2021-05-15,33,2021-05-15
Arkansas,AR,2021-05-22,23,2021-05-22
Arkansas,AR,2021-05-29,14,2021-05-29
Arkansas,AR,2021-06-05,16,2021-06-05
Arkansas,AR,2021-06-12,14,2021-06-12
Arkansas,AR,2021-06-19,18,2021-06-19
Arkansas,AR,2021-06-26,19,2021-06-26
Arkansas,AR,2021-07-03,20,2021-07-03
Arkansas,AR,2021-07-10,35,2021-07-10
Arkansas,AR,2021-07-17,44,2021-07-17
Arkansas,AR,2021-07-24,56,2021-07-24
